YEAR,DATE,TIME,Hour,STREET1,STREET2,OFFSET,ROAD_CLASS,DISTRICT,LATITUDE,LONGITUDE,LOCCOORD,ACCLOC,TRAFFCTL,VISIBILITY,LIGHT,RDSFCOND,ACCLASS,IMPACTYPE,INVTYPE,INVAGE,INJURY,INITDIR,VEHTYPE,MANOEUVER,DRIVACT,DRIVCOND,PEDTYPE,PEDACT,PEDCOND,CYCLISTYPE,CYCACT,CYCCOND,INVOLVED,RELATED,Neighbourh
2011,2011-11-25 5:00:00 AM,958,9,RICHMOND STRE E,YONGE STRE,,MAJOR ARTERIAL,TORONTO AND EAST YORK,43.651645,-79.37899,INTERSECTION,AT INTERSECTION,TRAFFIC SIGNAL,CLEAR,DAYLIGHT,DRY,NON-FATAL INJURY,CYCLIST COLLISIONS,DRIVER,55 to 59,NONE,WEST,"AUTOMOBILE, STATION WAGON",GOING AHEAD,DRIVING PROPERLY,NORMAL,,,,,,,"CYCLIST,AUTOMOBILE,TRUCK",,Bay Street Corridor (76)
2011,2011-11-25 5:00:00 AM,958,9,RICHMOND STRE E,YONGE STRE,,MAJOR ARTERIAL,TORONTO AND EAST YORK,43.651645,-79.37899,INTERSECTION,AT INTERSECTION,TRAFFIC SIGNAL,CLEAR,DAYLIGHT,DRY,NON-FATAL INJURY,CYCLIST COLLISIONS,CYCLIST,30 to 34,MAJOR,WEST,BICYCLE,GOING AHEAD,,,,,,Cyclist and Driver travelling in same direction. One vehicle sideswipes the other.,Improper Passing,Unknown,"CYCLIST,AUTOMOBILE,TRUCK",,Bay Street Corridor (76)
2012,2012-06-04 4:00:00 AM,1000,10,LOBB AVE,SHAW ST,,COLLECTOR,TORONTO AND EAST YORK,43.646945,-79.41709,INTERSECTION,AT INTERSECTION,TRAFFIC SIGNAL,CLEAR,DAYLIGHT,DRY,NON-FATAL INJURY,CYCLIST COLLISIONS,DRIVER,50 to 54,NONE,NORTH,"AUTOMOBILE, STATION WAGON",TURNING LEFT,FAILED TO YIELD RIGHT OF WAY,NORMAL,,,,,,,"CYCLIST,AUTOMOBILE",AGGRESIVE AND DISTRACTED,Trinity-Bellwoods (81)
2012,2012-06-04 4:00:00 AM,1000,10,LOBB AVE,SHAW ST,,COLLECTOR,TORONTO AND EAST YORK,43.646945,-79.41709,INTERSECTION,AT INTERSECTION,TRAFFIC SIGNAL,CLEAR,DAYLIGHT,DRY,NON-FATAL INJURY,CYCLIST COLLISIONS,CYCLIST,30 to 34,MAJOR,EAST,BICYCLE,GOING AHEAD,,,,,,Motorist turned left across cyclists path.,Driving Properly,Normal,"CYCLIST,AUTOMOBILE",AGGRESIVE AND DISTRACTED,Trinity-Bellwoods (81)
2017,2017-03-13 4:00:00 AM,1006,10,BRIMWOOD BLVD,WELLPARK BLVD,4 m East of,COLLECTOR,SCARBOROUGH,43.81272,-79.274318,INTERSECTION,AT INTERSECTION,STOP SIGN,CLEAR,DAYLIGHT,DRY,NON-FATAL INJURY,CYCLIST COLLISIONS,CYCLIST,70 to 74,MAJOR,SOUTH,BICYCLE,TURNING LEFT,,,,,,Cyclist turned left across motorists path.,Failed to Yield Right of Way,Inattentive,"CYCLIST,AUTOMOBILE",,Agincourt North (129)
2017,2017-03-13 4:00:00 AM,1006,10,BRIMWOOD BLVD,WELLPARK BLVD,4 m East of,COLLECTOR,SCARBOROUGH,43.81272,-79.274318,INTERSECTION,AT INTERSECTION,STOP SIGN,CLEAR,DAYLIGHT,DRY,NON-FATAL INJURY,CYCLIST COLLISIONS,DRIVER,45 to 49,NONE,EAST,"AUTOMOBILE, STATION WAGON",GOING AHEAD,DRIVING PROPERLY,NORMAL,,,,,,,"CYCLIST,AUTOMOBILE",,Agincourt North (129)
2009,2009-07-17 4:00:00 AM,1009,10,HARBORD ST,SPADINA AVE,,MAJOR ARTERIAL,TORONTO AND EAST YORK,43.663045,-79.40209,INTERSECTION,AT INTERSECTION,TRAFFIC SIGNAL,CLEAR,DAYLIGHT,DRY,NON-FATAL INJURY,CYCLIST COLLISIONS,DRIVER,35 to 39,NONE,EAST,"AUTOMOBILE, STATION WAGON",TURNING RIGHT,IMPROPER TURN,NORMAL,,,,,,,"CYCLIST,AUTOMOBILE",,University (79)
2009,2009-07-17 4:00:00 AM,1009,10,HARBORD ST,SPADINA AVE,,MAJOR ARTERIAL,TORONTO AND EAST YORK,43.663045,-79.40209,INTERSECTION,AT INTERSECTION,TRAFFIC SIGNAL,CLEAR,DAYLIGHT,DRY,NON-FATAL INJURY,CYCLIST COLLISIONS,CYCLIST,25 to 29,MAJOR,EAST,BICYCLE,GOING AHEAD,,,,,,Motorist turning right on red at signalized intersection strikes cyclist.,Driving Properly,Normal,"CYCLIST,AUTOMOBILE",,University (79)
2014,2014-05-05 4:00:00 AM,1009,10,WOODBINE AVE,KINGSTON RD,,MAJOR ARTERIAL,TORONTO AND EAST YORK,43.673918,-79.307918,INTERSECTION,AT INTERSECTION,TRAFFIC SIGNAL,CLEAR,DAYLIGHT,DRY,NON-FATAL INJURY,CYCLIST COLLISIONS,CYCLIST,50 to 54,MAJOR,NORTH,BICYCLE,GOING AHEAD,,,,,,Motorist turned left across cyclists path.,Driving Properly,Normal,"CYCLIST,AUTOMOBILE,PASSENGER",AGGRESIVE AND DISTRACTED,The Beaches (63)
2014,2014-05-05 4:00:00 AM,1009,10,WOODBINE AVE,KINGSTON RD,,MAJOR ARTERIAL,TORONTO AND EAST YORK,43.673918,-79.307918,INTERSECTION,AT INTERSECTION,TRAFFIC SIGNAL,CLEAR,DAYLIGHT,DRY,NON-FATAL INJURY,CYCLIST COLLISIONS,DRIVER,45 to 49,NONE,SOUTH,"AUTOMOBILE, STATION WAGON",TURNING LEFT,FAILED TO YIELD RIGHT OF WAY,NORMAL,,,,,,,"CYCLIST,AUTOMOBILE,PASSENGER",AGGRESIVE AND DISTRACTED,The Beaches (63)
2014,2014-05-05 4:00:00 AM,1009,10,WOODBINE AVE,KINGSTON RD,,MAJOR ARTERIAL,TORONTO AND EAST YORK,43.673918,-79.307918,INTERSECTION,AT INTERSECTION,TRAFFIC SIGNAL,CLEAR,DAYLIGHT,DRY,NON-FATAL INJURY,CYCLIST COLLISIONS,PASSENGER,20 to 24,NONE,,,,,,,,,,,,"CYCLIST,AUTOMOBILE,PASSENGER",AGGRESIVE AND DISTRACTED,The Beaches (63)
2009,2009-09-24 4:00:00 AM,1010,10,CHURCH ST,GOULD ST,,MINOR ARTERIAL,TORONTO AND EAST YORK,43.658745,-79.37809,MID-BLOCK,,NO CONTROL,CLEAR,DAYLIGHT,DRY,NON-FATAL INJURY,CYCLIST COLLISIONS,DRIVER,unknown,NONE,SOUTH,"AUTOMOBILE, STATION WAGON",PARKED,OTHER,INATTENTIVE,,,,,,,"CYCLIST,AUTOMOBILE",,Church-Yonge Corridor (75)
2009,2009-09-24 4:00:00 AM,1010,10,CHURCH ST,GOULD ST,,MINOR ARTERIAL,TORONTO AND EAST YORK,43.658745,-79.37809,MID-BLOCK,,NO CONTROL,CLEAR,DAYLIGHT,DRY,NON-FATAL INJURY,CYCLIST COLLISIONS,CYCLIST,20 to 24,MAJOR,SOUTH,BICYCLE,SLOWING OR STOPPING,,,,,,Cyclist struck opened vehicle door,Driving Properly,Normal,"CYCLIST,AUTOMOBILE",,Church-Yonge Corridor (75)
2012,2012-07-06 4:00:00 AM,1010,10,STEELES AVE E,BIRCHMOUNT RD,,MAJOR ARTERIAL,SCARBOROUGH,43.821345,-79.31689,INTERSECTION,AT INTERSECTION,TRAFFIC SIGNAL,CLEAR,DAYLIGHT,DRY,NON-FATAL INJURY,CYCLIST COLLISIONS,VEHICLE OWNER,unknown,,,OTHER,,,,,,,,,,"CYCLIST,AUTOMOBILE",AGGRESIVE AND DISTRACTED,Steeles (116)
2012,2012-07-06 4:00:00 AM,1010,10,STEELES AVE E,BIRCHMOUNT RD,,MAJOR ARTERIAL,SCARBOROUGH,43.821345,-79.31689,INTERSECTION,AT INTERSECTION,TRAFFIC SIGNAL,CLEAR,DAYLIGHT,DRY,NON-FATAL INJURY,CYCLIST COLLISIONS,DRIVER,55 to 59,NONE,WEST,"AUTOMOBILE, STATION WAGON",TURNING LEFT,FAILED TO YIELD RIGHT OF WAY,NORMAL,,,,,,,"CYCLIST,AUTOMOBILE",AGGRESIVE AND DISTRACTED,Steeles (116)
2012,2012-07-06 4:00:00 AM,1010,10,STEELES AVE E,BIRCHMOUNT RD,,MAJOR ARTERIAL,SCARBOROUGH,43.821345,-79.31689,INTERSECTION,AT INTERSECTION,TRAFFIC SIGNAL,CLEAR,DAYLIGHT,DRY,NON-FATAL INJURY,CYCLIST COLLISIONS,CYCLIST,75 to 79,MAJOR,WEST,BICYCLE,GOING AHEAD,,,,,,Motorist turned left across cyclists path.,Driving Properly,Normal,"CYCLIST,AUTOMOBILE",AGGRESIVE AND DISTRACTED,Steeles (116)
2017,2017-08-23 4:00:00 AM,1010,10,MAIN ST,GERRARD  ST E,,MINOR ARTERIAL,TORONTO AND EAST YORK,43.683879,-79.300121,INTERSECTION,AT INTERSECTION,TRAFFIC SIGNAL,CLEAR,DAYLIGHT,DRY,NON-FATAL INJURY,CYCLIST COLLISIONS,DRIVER,45 to 49,NONE,SOUTH,"AUTOMOBILE, STATION WAGON",GOING AHEAD,DRIVING PROPERLY,NORMAL,,,,,,,"CYCLIST,AUTOMOBILE",,East End-Danforth (62)
2017,2017-08-23 4:00:00 AM,1010,10,MAIN ST,GERRARD  ST E,,MINOR ARTERIAL,TORONTO AND EAST YORK,43.683879,-79.300121,INTERSECTION,AT INTERSECTION,TRAFFIC SIGNAL,CLEAR,DAYLIGHT,DRY,NON-FATAL INJURY,CYCLIST COLLISIONS,CYCLIST,25 to 29,MAJOR,EAST,BICYCLE,GOING AHEAD,,,,,,"Cyclist without ROW rides into path of motorist at inter, lnwy, dwy-Cyclist not turn.",Driving Properly,Normal,"CYCLIST,AUTOMOBILE",,East End-Danforth (62)
2012,2012-05-10 4:00:00 AM,1015,10,DUNDAS ST W,GORE VALE AVE,,MAJOR ARTERIAL,TORONTO AND EAST YORK,43.650845,-79.41339,INTERSECTION,,NO CONTROL,CLEAR,DAYLIGHT,DRY,NON-FATAL INJURY,CYCLIST COLLISIONS,VEHICLE OWNER,unknown,,,OTHER,,,,,,,,,,"CYCLIST,AUTOMOBILE",AGGRESIVE AND DISTRACTED,Trinity-Bellwoods (81)
2012,2012-05-10 4:00:00 AM,1015,10,DUNDAS ST W,GORE VALE AVE,,MAJOR ARTERIAL,TORONTO AND EAST YORK,43.650845,-79.41339,INTERSECTION,,NO CONTROL,CLEAR,DAYLIGHT,DRY,NON-FATAL INJURY,CYCLIST COLLISIONS,DRIVER,25 to 29,NONE,EAST,"AUTOMOBILE, STATION WAGON",GOING AHEAD,IMPROPER PASSING,NORMAL,,,,,,,"CYCLIST,AUTOMOBILE",AGGRESIVE AND DISTRACTED,Trinity-Bellwoods (81)
2012,2012-05-10 4:00:00 AM,1015,10,DUNDAS ST W,GORE VALE AVE,,MAJOR ARTERIAL,TORONTO AND EAST YORK,43.650845,-79.41339,INTERSECTION,,NO CONTROL,CLEAR,DAYLIGHT,DRY,NON-FATAL INJURY,CYCLIST COLLISIONS,CYCLIST,65 to 69,MAJOR,EAST,BICYCLE,GOING AHEAD,,,,,,Cyclist and Driver travelling in same direction. One vehicle sideswipes the other.,Driving Properly,Normal,"CYCLIST,AUTOMOBILE",AGGRESIVE AND DISTRACTED,Trinity-Bellwoods (81)
2013,2013-06-23 4:00:00 AM,1015,10,1491 LAKE SHORE BLVD W,,,MAJOR ARTERIAL,TORONTO AND EAST YORK,43.635951,-79.442912,MID-BLOCK,NON INTERSECTION,STOP SIGN,CLEAR,DAYLIGHT,DRY,NON-FATAL INJURY,CYCLIST COLLISIONS,DRIVER,40 to 44,NONE,NORTH,"AUTOMOBILE, STATION WAGON",GOING AHEAD,FAILED TO YIELD RIGHT OF WAY,INATTENTIVE,,,,,,,"CYCLIST,AUTOMOBILE",AGGRESIVE AND DISTRACTED,South Parkdale (85)
2013,2013-06-23 4:00:00 AM,1015,10,1491 LAKE SHORE BLVD W,,,MAJOR ARTERIAL,TORONTO AND EAST YORK,43.635951,-79.442912,MID-BLOCK,NON INTERSECTION,STOP SIGN,CLEAR,DAYLIGHT,DRY,NON-FATAL INJURY,CYCLIST COLLISIONS,CYCLIST,25 to 29,MAJOR,WEST,BICYCLE,GOING AHEAD,,,,,,"Motorist without ROW drives into path of cyclist at inter, lnwy, dwy-Driver not turn.",Driving Properly,Normal,"CYCLIST,AUTOMOBILE",AGGRESIVE AND DISTRACTED,South Parkdale (85)
2013,2013-10-09 4:00:00 AM,1018,10,DAVENPORT RD,MOUNT ROYAL AVE,,MINOR ARTERIAL,TORONTO AND EAST YORK,43.674498,-79.432582,INTERSECTION,AT INTERSECTION,NO CONTROL,CLEAR,DAYLIGHT,DRY,NON-FATAL INJURY,CYCLIST COLLISIONS,VEHICLE OWNER,unknown,,,,,,,,,,,,,"CYCLIST,AUTOMOBILE",,Wychwood (94)
2013,2013-10-09 4:00:00 AM,1018,10,DAVENPORT RD,MOUNT ROYAL AVE,,MINOR ARTERIAL,TORONTO AND EAST YORK,43.674498,-79.432582,INTERSECTION,AT INTERSECTION,NO CONTROL,CLEAR,DAYLIGHT,DRY,NON-FATAL INJURY,CYCLIST COLLISIONS,DRIVER,45 to 49,NONE,WEST,DELIVERY VAN,TURNING RIGHT,IMPROPER TURN,INATTENTIVE,,,,,,,"CYCLIST,AUTOMOBILE",,Wychwood (94)
2013,2013-10-09 4:00:00 AM,1018,10,DAVENPORT RD,MOUNT ROYAL AVE,,MINOR ARTERIAL,TORONTO AND EAST YORK,43.674498,-79.432582,INTERSECTION,AT INTERSECTION,NO CONTROL,CLEAR,DAYLIGHT,DRY,NON-FATAL INJURY,CYCLIST COLLISIONS,CYCLIST,50 to 54,MAJOR,WEST,BICYCLE,GOING AHEAD,,,,,,"Motorist turns right at non-signal Inter.(stop, yield, no cont.,and dwy) and strikes cyclist.",Driving Properly,Normal,"CYCLIST,AUTOMOBILE",,Wychwood (94)
2010,2010-07-05 4:00:00 AM,1019,10,COSBURN AVE,WOODBINE AVE,,MAJOR ARTERIAL,TORONTO AND EAST YORK,43.696445,-79.31739,INTERSECTION,AT INTERSECTION,TRAFFIC SIGNAL,CLEAR,DAYLIGHT,DRY,NON-FATAL INJURY,CYCLIST COLLISIONS,DRIVER,45 to 49,NONE,WEST,"AUTOMOBILE, STATION WAGON",GOING AHEAD,DRIVING PROPERLY,NORMAL,,,,,,,"CYCLIST,AUTOMOBILE",,Woodbine-Lumsden (60)
2010,2010-07-05 4:00:00 AM,1019,10,COSBURN AVE,WOODBINE AVE,,MAJOR ARTERIAL,TORONTO AND EAST YORK,43.696445,-79.31739,INTERSECTION,AT INTERSECTION,TRAFFIC SIGNAL,CLEAR,DAYLIGHT,DRY,NON-FATAL INJURY,CYCLIST COLLISIONS,CYCLIST,45 to 49,MAJOR,EAST,BICYCLE,TURNING LEFT,,,,,,Cyclist turned left across motorists path.,Improper Turn,Inattentive,"CYCLIST,AUTOMOBILE",,Woodbine-Lumsden (60)
2011,2011-04-05 4:00:00 AM,1020,10,JARVIS ST,WELLESLEY ST E,,MAJOR ARTERIAL,TORONTO AND EAST YORK,43.666245,-79.37829,INTERSECTION,AT INTERSECTION,TRAFFIC SIGNAL,CLEAR,DAYLIGHT,DRY,NON-FATAL INJURY,CYCLIST COLLISIONS,DRIVER,65 to 69,NONE,SOUTH,"AUTOMOBILE, STATION WAGON",GOING AHEAD,DRIVING PROPERLY,NORMAL,,,,,,,"CYCLIST,AUTOMOBILE",,Cabbagetown-South St.James Town (71)
2011,2011-04-05 4:00:00 AM,1020,10,JARVIS ST,WELLESLEY ST E,,MAJOR ARTERIAL,TORONTO AND EAST YORK,43.666245,-79.37829,INTERSECTION,AT INTERSECTION,TRAFFIC SIGNAL,CLEAR,DAYLIGHT,DRY,NON-FATAL INJURY,CYCLIST COLLISIONS,CYCLIST,65 to 69,MAJOR,SOUTH,BICYCLE,OVERTAKING,,,,,,Cyclist and Driver travelling in same direction. One vehicle sideswipes the other.,Improper Passing,Normal,"CYCLIST,AUTOMOBILE",,Cabbagetown-South St.James Town (71)
2009,2009-09-01 4:00:00 AM,1024,10,MC CAUL ST,ORDE ST,,COLLECTOR,TORONTO AND EAST YORK,43.658445,-79.39319,MID-BLOCK,AT INTERSECTION,NO CONTROL,CLEAR,DAYLIGHT,DRY,NON-FATAL INJURY,CYCLIST COLLISIONS,DRIVER,40 to 44,NONE,NORTH,"AUTOMOBILE, STATION WAGON",GOING AHEAD,DRIVING PROPERLY,NORMAL,,,,,,,"CYCLIST,AUTOMOBILE",,Kensington-Chinatown (78)
2009,2009-09-01 4:00:00 AM,1024,10,MC CAUL ST,ORDE ST,,COLLECTOR,TORONTO AND EAST YORK,43.658445,-79.39319,MID-BLOCK,AT INTERSECTION,NO CONTROL,CLEAR,DAYLIGHT,DRY,NON-FATAL INJURY,CYCLIST COLLISIONS,DRIVER,65 to 69,NONE,NORTH,"AUTOMOBILE, STATION WAGON",PARKED,OTHER,INATTENTIVE,,,,,,,"CYCLIST,AUTOMOBILE",,Kensington-Chinatown (78)
2009,2009-09-01 4:00:00 AM,1024,10,MC CAUL ST,ORDE ST,,COLLECTOR,TORONTO AND EAST YORK,43.658445,-79.39319,MID-BLOCK,AT INTERSECTION,NO CONTROL,CLEAR,DAYLIGHT,DRY,NON-FATAL INJURY,CYCLIST COLLISIONS,CYCLIST,30 to 34,MAJOR,NORTH,BICYCLE,GOING AHEAD,,,,,,Cyclist struck opened vehicle door,Driving Properly,Normal,"CYCLIST,AUTOMOBILE",,Kensington-Chinatown (78)
2011,2011-10-31 4:00:00 AM,1030,10,240 WELLESLEY ST E,,,MINOR ARTERIAL,TORONTO AND EAST YORK,43.667845,-79.37089,INTERSECTION,,NO CONTROL,CLEAR,DAYLIGHT,DRY,NON-FATAL INJURY,CYCLIST COLLISIONS,VEHICLE OWNER,unknown,,,OTHER,,,,,,,,,,"CYCLIST,TRUCK",,Cabbagetown-South St.James Town (71)
2011,2011-10-31 4:00:00 AM,1030,10,240 WELLESLEY ST E,,,MINOR ARTERIAL,TORONTO AND EAST YORK,43.667845,-79.37089,INTERSECTION,,NO CONTROL,CLEAR,DAYLIGHT,DRY,NON-FATAL INJURY,CYCLIST COLLISIONS,TRUCK DRIVER,60 to 64,NONE,SOUTH,TRUCK - OPEN,TURNING RIGHT,DRIVING PROPERLY,NORMAL,,,,,,,"CYCLIST,TRUCK",,Cabbagetown-South St.James Town (71)
2011,2011-10-31 4:00:00 AM,1030,10,240 WELLESLEY ST E,,,MINOR ARTERIAL,TORONTO AND EAST YORK,43.667845,-79.37089,INTERSECTION,,NO CONTROL,CLEAR,DAYLIGHT,DRY,NON-FATAL INJURY,CYCLIST COLLISIONS,CYCLIST,30 to 34,MAJOR,SOUTH,BICYCLE,TURNING RIGHT,,,,,,"Motorist turns right at non-signal Inter.(stop, yield, no cont.,and dwy) and strikes cyclist.",Other,Normal,"CYCLIST,TRUCK",,Cabbagetown-South St.James Town (71)
2014,2014-04-14 4:00:00 AM,1030,10,REXDALE BLVD,HUMBERWOOD BLVD,,MAJOR ARTERIAL,ETOBICOKE YORK,43.72042,-79.609165,MID-BLOCK,NON INTERSECTION,NO CONTROL,CLEAR,DAYLIGHT,DRY,NON-FATAL INJURY,CYCLIST COLLISIONS,DRIVER,unknown,NONE,WEST,"AUTOMOBILE, STATION WAGON",GOING AHEAD,IMPROPER PASSING,UNKNOWN,,,,,,,"CYCLIST,AUTOMOBILE",AGGRESIVE AND DISTRACTED,West Humber-Clairville (1)
2014,2014-04-14 4:00:00 AM,1030,10,REXDALE BLVD,HUMBERWOOD BLVD,,MAJOR ARTERIAL,ETOBICOKE YORK,43.72042,-79.609165,MID-BLOCK,NON INTERSECTION,NO CONTROL,CLEAR,DAYLIGHT,DRY,NON-FATAL INJURY,CYCLIST COLLISIONS,CYCLIST,55 to 59,MAJOR,WEST,BICYCLE,GOING AHEAD,,,,,,Cyclist and Driver travelling in same direction. One vehicle sideswipes the other.,Driving Properly,Normal,"CYCLIST,AUTOMOBILE",AGGRESIVE AND DISTRACTED,West Humber-Clairville (1)
2015,2015-05-23 4:00:00 AM,1030,10,MARINE PARADE DR,PARK LAWN RD,,MAJOR ARTERIAL,ETOBICOKE YORK,43.622958,-79.481197,INTERSECTION,AT INTERSECTION,TRAFFIC SIGNAL,CLEAR,DAYLIGHT,DRY,NON-FATAL INJURY,CYCLIST COLLISIONS,DRIVER,50 to 54,NONE,EAST,"AUTOMOBILE, STATION WAGON",TURNING RIGHT,FAILED TO YIELD RIGHT OF WAY,NORMAL,,,,,,,"CYCLIST,AUTOMOBILE",AGGRESIVE AND DISTRACTED,Mimico (includes Humber Bay Shores) (17)
2015,2015-05-23 4:00:00 AM,1030,10,MARINE PARADE DR,PARK LAWN RD,,MAJOR ARTERIAL,ETOBICOKE YORK,43.622958,-79.481197,INTERSECTION,AT INTERSECTION,TRAFFIC SIGNAL,CLEAR,DAYLIGHT,DRY,NON-FATAL INJURY,CYCLIST COLLISIONS,CYCLIST,45 to 49,MAJOR,EAST,BICYCLE,GOING AHEAD,,,,,,"Motorist turns right at non-signal Inter.(stop, yield, no cont.,and dwy) and strikes cyclist.",Driving Properly,Normal,"CYCLIST,AUTOMOBILE",AGGRESIVE AND DISTRACTED,Mimico (includes Humber Bay Shores) (17)
2017,2017-06-08 4:00:00 AM,1030,10,DAVENPORT RD,AVENUE RD,100 m East of,MAJOR ARTERIAL,TORONTO AND EAST YORK,43.674872,-79.395358,MID-BLOCK,NON INTERSECTION,NO CONTROL,CLEAR,DAYLIGHT,DRY,NON-FATAL INJURY,CYCLIST COLLISIONS,TRUCK DRIVER,35 to 39,NONE,EAST,"TRUCK - CLOSED (BLAZER, ETC)",GOING AHEAD,OTHER,NORMAL,,,,,,,"CYCLIST,TRUCK",,Annex (95)
2017,2017-06-08 4:00:00 AM,1030,10,DAVENPORT RD,AVENUE RD,100 m East of,MAJOR ARTERIAL,TORONTO AND EAST YORK,43.674872,-79.395358,MID-BLOCK,NON INTERSECTION,NO CONTROL,CLEAR,DAYLIGHT,DRY,NON-FATAL INJURY,CYCLIST COLLISIONS,CYCLIST,20 to 24,MAJOR,EAST,BICYCLE,GOING AHEAD,,,,,,Cyclist and Driver travelling in same direction. One vehicle sideswipes the other.,Other,Normal,"CYCLIST,TRUCK",,Annex (95)
2009,2009-11-06 5:00:00 AM,1033,10,GROSVENOR ST,BAY ST,,COLLECTOR,TORONTO AND EAST YORK,43.662245,-79.38739,MID-BLOCK,,NO CONTROL,CLEAR,DAYLIGHT,DRY,NON-FATAL INJURY,SIDESWIPE,MOPED DRIVER,35 to 39,MAJOR,WEST,MOPED,OVERTAKING,IMPROPER PASSING,NORMAL,,,,,,,"CYCLIST,AUTOMOBILE",AGGRESIVE AND DISTRACTED,Bay Street Corridor (76)
2009,2009-11-06 5:00:00 AM,1033,10,GROSVENOR ST,BAY ST,,COLLECTOR,TORONTO AND EAST YORK,43.662245,-79.38739,MID-BLOCK,,NO CONTROL,CLEAR,DAYLIGHT,DRY,NON-FATAL INJURY,SIDESWIPE,DRIVER,55 to 59,NONE,WEST,"AUTOMOBILE, STATION WAGON",PULLING AWAY FROM SHOULDER OR CURB,FAILED TO YIELD RIGHT OF WAY,NORMAL,,,,,,,"CYCLIST,AUTOMOBILE",AGGRESIVE AND DISTRACTED,Bay Street Corridor (76)
2018,2018-10-30 4:00:00 AM,1037,10,STEELES AVE E,WARDEN AVE,,MAJOR ARTERIAL,SCARBOROUGH,43.81956,-79.324397,INTERSECTION,AT INTERSECTION,TRAFFIC SIGNAL,CLEAR,DAYLIGHT,DRY,NON-FATAL INJURY,CYCLIST COLLISIONS,CYCLIST,80 to 84,MAJOR,NORTH,BICYCLE,TURNING RIGHT,,,,,,Cyclist turns right across motorists path,Failed to Yield Right of Way,Normal,"CYCLIST,AUTOMOBILE",,Steeles (116)
2018,2018-10-30 4:00:00 AM,1037,10,STEELES AVE E,WARDEN AVE,,MAJOR ARTERIAL,SCARBOROUGH,43.81956,-79.324397,INTERSECTION,AT INTERSECTION,TRAFFIC SIGNAL,CLEAR,DAYLIGHT,DRY,NON-FATAL INJURY,CYCLIST COLLISIONS,DRIVER,45 to 49,NONE,NORTH,"AUTOMOBILE, STATION WAGON",TURNING RIGHT,DRIVING PROPERLY,NORMAL,,,,,,,"CYCLIST,AUTOMOBILE",,Steeles (116)
2008,2008-06-30 4:00:00 AM,1040,10,DUNDAS ST W,LANSDOWNE AVE,,MINOR ARTERIAL,TORONTO AND EAST YORK,43.650145,-79.43929,MID-BLOCK,,NO CONTROL,CLEAR,DAYLIGHT,DRY,NON-FATAL INJURY,CYCLIST COLLISIONS,DRIVER,45 to 49,NONE,EAST,"AUTOMOBILE, STATION WAGON",PARKED,OTHER,NORMAL,,,,,,,"CYCLIST,AUTOMOBILE",,Dufferin Grove (83)
2008,2008-06-30 4:00:00 AM,1040,10,DUNDAS ST W,LANSDOWNE AVE,,MINOR ARTERIAL,TORONTO AND EAST YORK,43.650145,-79.43929,MID-BLOCK,,NO CONTROL,CLEAR,DAYLIGHT,DRY,NON-FATAL INJURY,CYCLIST COLLISIONS,CYCLIST,20 to 24,MAJOR,EAST,BICYCLE,GOING AHEAD,,,,,,Cyclist struck opened vehicle door,Driving Properly,Normal,"CYCLIST,AUTOMOBILE",,Dufferin Grove (83)
2013,2013-05-20 4:00:00 AM,1040,10,LAKE SHORE BLVD W,REES ST,,EXPRESSWAY,TORONTO AND EAST YORK,43.639945,-79.38699,INTERSECTION,AT INTERSECTION,TRAFFIC SIGNAL,CLEAR,DAYLIGHT,DRY,NON-FATAL INJURY,CYCLIST COLLISIONS,DRIVER,35 to 39,NONE,EAST,"AUTOMOBILE, STATION WAGON",TURNING RIGHT,IMPROPER TURN,INATTENTIVE,,,,,,,"CYCLIST,AUTOMOBILE",,Waterfront Communities-The Island (77)
2013,2013-05-20 4:00:00 AM,1040,10,LAKE SHORE BLVD W,REES ST,,EXPRESSWAY,TORONTO AND EAST YORK,43.639945,-79.38699,INTERSECTION,AT INTERSECTION,TRAFFIC SIGNAL,CLEAR,DAYLIGHT,DRY,NON-FATAL INJURY,CYCLIST COLLISIONS,CYCLIST,50 to 54,MAJOR,EAST,BICYCLE,GOING AHEAD,,,,,,"Cyclist without ROW rides into path of motorist at inter, lnwy, dwy-Cyclist not turn.",Disobeyed Traffic Control,Inattentive,"CYCLIST,AUTOMOBILE",,Waterfront Communities-The Island (77)
2015,2015-07-24 4:00:00 AM,1040,10,SPADINA AVE,ST ANDREW ST,5 m North of,MAJOR ARTERIAL,TORONTO AND EAST YORK,43.654383,-79.398639,INTERSECTION,INTERSECTION RELATED,TRAFFIC SIGNAL,CLEAR,DAYLIGHT,DRY,NON-FATAL INJURY,CYCLIST COLLISIONS,DRIVER,20 to 24,NONE,SOUTH,"AUTOMOBILE, STATION WAGON",GOING AHEAD,IMPROPER PASSING,INATTENTIVE,,,,,,,"CYCLIST,AUTOMOBILE",AGGRESIVE AND DISTRACTED,Kensington-Chinatown (78)
